age,gender,country,device_type,app_version,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,subscription_type,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days,marketing_source
50,1,3,0,2.1,13,16.92,39.53,9,1,2,21,0,0,36,0,8,4,4,3.6306638801191693,0.11,96.11,938,3
56,1,5,0,1.1,9,27.82,18.71,7,6,4,12,0,0,27,2,2,1,4,3.0,0.54,71.37,55,1
45,1,3,2,1.1,5,9.5,48.17,13,5,2,3,0,0,29,0,4,1,2,4.0,0.21,49.01,884,3
42,1,3,0,2.0,8,14.05,48.52,8,2,4,5,1,0,27,0,5,3,5,3.6306638801191693,0.54,62.0,1074,1
49,0,6,2,1.0,11,20.97,53.49,7,7,1,12,0,0,18,0,9,2,1,1.0,0.94,43.4,94,3
26,1,3,0,2.0,11,3.61,34.51,17,7,4,4,0,0,17,0,9,3,1,4.0,0.84,78.66,889,2
45,1,1,1,2.0,5,5.53,38.62,14,5,6,19,0,0,38,1,10,2,0,3.0,0.21,86.5,455,2
48,0,3,0,1.2,10,17.05,65.29,12,8,3,11,0,0,4,1,6,6,4,3.0,0.53,48.59,608,4
34,0,4,2,2.1,9,9.01,5.0,9,3,5,20,0,3,1,2,8,3,0,4.0,0.19,46.17,123,2
40,0,0,2,2.0,12,32.72,22.55,12,4,4,19,0,0,26,1,5,4,2,4.0,0.01,87.81,913,4
30,1,6,0,1.2,2,22.32,62.1,10,3,4,3,0,0,27,1,2,2,1,3.6306638801191693,0.18,59.1,1141,3
27,1,3,0,2.1,7,6.77,71.62,6,2,7,15,1,0,20,2,10,3,0,3.0,0.74,55.34,564,2
33,0,3,0,1.2,7,15.1,46.26,18,9,6,11,0,0,3,1,3,4,2,3.0,0.33,71.64,1037,4
23,0,3,2,1.2,13,13.99,29.5,12,6,3,18,0,0,33,1,6,1,3,5.0,0.27,87.96,1119,2
28,0,3,2,1.1,10,17.14,69.72,5,3,5,22,0,0,27,0,6,6,2,4.0,0.16,66.5,82,3
20,0,1,0,1.2,12,27.91,27.96,12,5,4,19,1,0,33,1,4,5,1,5.0,0.71,54.12,669,3
45,1,4,2,2.1,8,1.82,78.17,14,4,1,4,0,0,13,1,8,5,2,5.0,0.07,28.54,1080,3
58,0,1,2,1.2,8,16.88,12.87,11,4,2,8,0,1,39,1,5,7,2,5.0,0.75,73.73,685,2
32,0,1,2,1.2,6,13.26,47.77,16,3,3,16,1,0,27,0,7,1,3,4.0,0.03,71.41,107,1
30,0,2,1,1.2,8,5.94,43.65,10,1,4,10,1,0,7,1,6,3,3,3.6306638801191693,0.92,84.03,675,0
59,0,3,0,1.2,10,16.46,72.88,11,1,4,16,1,0,24,1,7,6,1,4.0,0.68,50.18,248,2
34,0,3,0,1.2,12,27.82,37.77,18,5,8,22,1,0,21,1,7,2,0,3.6306638801191693,0.82,95.45,315,3
24,0,2,2,2.0,4,10.4,32.06,6,7,6,16,1,1,31,0,5,2,1,3.0,0.49,87.16,86,2
45,1,6,2,1.2,7,11.17,5.0,20,5,5,12,2,0,13,1,4,2,2,3.0,0.49,49.79,656,4
55,0,3,0,2.0,6,3.95,59.4,14,5,3,7,0,1,11,1,7,5,1,1.0,0.67,55.55,45,4
30,0,3,2,1.0,11,15.2,43.39,11,1,7,4,0,0,5,1,10,6,3,1.0,0.43,68.29,826,2
34,1,6,0,1.0,4,13.19,45.46,14,4,4,20,0,1,12,0,6,2,2,5.0,0.04,54.4,1047,1
32,0,5,0,1.2,9,13.76,18.75,9,1,6,20,0,1,37,1,2,5,3,5.0,0.23,51.9,819,0
53,0,1,2,2.1,6,10.57,34.21,9,6,6,19,0,0,32,1,2,4,3,5.0,0.43,84.18,603,1
45,1,5,1,1.1,11,11.22,36.35,9,3,4,13,0,0,41,2,9,0,0,4.0,0.96,67.25,793,0
32,0,5,0,2.0,5,4.65,27.9,9,7,2,14,0,0,21,1,4,0,1,5.0,0.25,51.26,753,2
28,1,5,0,1.2,8,8.36,44.58,10,2,3,11,0,0,0,1,6,3,1,5.0,0.68,52.5,567,4
48,1,3,2,2.1,9,2.62,45.03,6,9,2,5,0,0,15,1,2,5,1,4.0,0.17,74.84,246,4
21,0,5,0,1.1,6,23.2,43.95,15,10,2,22,2,2,26,0,3,1,2,3.0,0.72,56.57,1135,3
52,1,3,1,2.1,10,20.38,33.92,13,8,7,18,0,0,21,2,5,1,2,3.0,0.22,73.6,212,4
51,1,6,0,1.1,5,3.42,46.31,12,8,5,9,1,0,1,0,6,2,0,5.0,0.64,56.35,365,2
44,0,3,0,1.1,8,18.43,74.47,21,3,2,7,0,0,3,1,5,1,1,1.0,0.16,91.99,378,2
27,0,5,0,1.2,8,35.96,53.13,18,6,5,21,0,0,41,2,4,4,3,4.0,0.34,67.54,322,2
47,0,3,0,1.0,5,26.31,5.0,6,6,5,14,0,1,0,1,12,2,1,4.0,0.68,69.48,1144,0
37,1,2,0,2.1,9,15.04,33.05,11,7,2,21,0,0,28,1,4,6,2,3.0,0.06,53.25,794,1
46,0,3,2,2.1,6,8.99,29.06,19,4,5,14,1,1,32,0,5,2,5,3.0,0.67,89.13,534,3
46,1,6,2,1.2,9,23.25,50.02,6,6,2,5,0,0,39,1,11,1,1,4.0,0.53,38.22,904,3
40,0,3,0,2.0,10,13.68,19.06,13,6,5,22,0,0,8,1,3,4,2,3.0,0.55,57.8,773,4
38,0,3,2,1.0,6,14.05,38.73,12,9,4,9,0,0,11,1,5,1,6,3.0,0.12,70.47,1149,3
27,0,3,1,2.1,5,23.88,32.69,10,2,3,22,1,0,16,1,8,0,0,4.0,0.32,49.54,473,3
58,0,3,1,1.1,8,4.39,72.63,7,8,4,21,0,2,34,0,6,1,3,5.0,0.81,68.07,754,3
29,0,3,2,1.2,13,16.3,52.31,10,2,3,6,0,0,41,1,9,3,4,3.0,0.31,68.99,889,4
47,1,3,0,2.1,4,4.07,17.11,16,6,6,15,0,0,39,0,9,2,0,3.0,0.09,32.68,916,4
50,1,0,2,1.0,3,18.85,36.1,16,9,4,5,2,0,28,2,7,2,0,4.0,0.01,72.02,230,2
35,0,5,0,2.0,8,24.3,5.0,14,6,3,5,0,0,34,1,7,4,1,4.0,0.63,73.78,1030,2
31,1,3,2,1.1,6,9.72,33.64,8,4,6,8,0,0,10,1,5,2,4,4.0,0.49,69.04,695,2
39,1,2,1,2.1,5,33.29,7.4,17,9,4,10,1,0,18,1,7,4,4,5.0,0.79,75.83,103,3
38,1,2,2,2.1,11,9.27,22.68,13,3,4,15,0,1,13,1,7,3,2,3.0,0.84,65.05,1091,2
18,0,3,2,1.2,9,12.09,56.53,13,1,9,17,0,0,25,1,11,7,1,4.0,0.42,69.63,175,1
32,0,3,2,1.1,5,13.43,45.96,11,2,3,20,0,0,3,1,6,4,1,3.0,0.81,59.05,883,3
53,0,5,2,2.0,8,10.03,59.36,9,4,3,9,0,0,13,2,7,4,0,4.0,0.86,65.78,682,0
39,1,6,0,1.0,5,9.02,27.15,13,4,8,20,0,0,25,0,8,2,0,5.0,0.63,47.44,1146,3
49,0,3,1,2.1,12,39.5,54.62,19,4,4,8,0,0,31,1,5,2,3,4.0,0.43,52.36,137,1
50,1,3,2,2.0,10,18.85,57.21,9,1,3,17,1,0,42,1,8,3,2,4.0,0.49,72.03,123,3
58,0,3,2,1.1,6,6.52,34.2,17,1,4,10,1,0,20,1,5,6,1,3.6306638801191693,0.68,68.46,262,1
56,0,6,0,1.0,9,7.41,31.89,12,4,3,8,0,0,32,0,8,6,0,2.0,0.03,88.86,41,3
40,1,5,2,2.1,8,1.87,62.24,9,6,4,24,0,1,13,1,9,1,1,3.6306638801191693,0.18,82.89,975,0
19,1,3,2,1.1,6,9.53,40.44,15,4,7,5,0,2,29,1,3,5,2,3.6306638801191693,0.56,80.94,1021,1
19,0,3,2,2.0,12,3.18,20.95,10,4,3,8,0,1,32,2,7,8,1,4.0,0.33,69.41,815,0
55,1,0,2,2.1,10,13.91,79.96,12,3,4,20,1,1,39,1,6,6,6,4.0,0.75,62.89,1199,4
46,1,3,1,2.1,13,4.25,85.21,9,6,2,24,0,0,42,1,8,4,4,5.0,0.4,58.19,1002,2
20,0,0,1,1.0,10,14.19,16.83,15,5,3,18,0,3,13,1,4,3,2,3.0,0.28,91.37,533,0
56,1,3,2,1.1,11,8.48,35.88,9,5,4,17,1,1,30,1,2,2,4,4.0,0.83,62.99,713,3
24,0,0,0,1.1,7,13.31,50.51,10,5,5,10,0,0,20,1,6,2,2,2.0,0.77,62.6,712,3
53,1,6,0,1.1,13,6.31,48.86,16,5,2,15,0,0,27,2,5,4,1,2.0,0.98,84.66,379,1
46,0,1,0,2.0,4,24.47,67.67,9,6,4,14,0,0,6,1,9,1,0,4.0,0.64,48.46,478,1
54,1,3,0,1.1,7,14.7,18.11,10,8,3,9,0,0,39,0,6,3,1,3.0,0.3,73.52,26,2
53,1,3,2,2.1,15,20.16,41.93,12,4,2,14,0,0,27,1,8,3,1,4.0,0.09,95.43,1026,3
40,0,3,0,2.1,9,28.7,51.67,13,5,4,17,0,1,30,0,5,1,5,3.0,0.31,63.34,605,1
33,1,3,0,1.0,10,15.31,58.3,7,7,4,15,0,0,36,0,6,2,3,5.0,0.53,73.72,1047,4
48,0,3,0,1.2,10,3.27,52.52,15,9,2,11,1,1,24,2,3,4,2,4.0,0.84,72.42,324,1
51,0,2,2,2.0,7,6.49,37.08,15,3,3,15,0,0,42,0,3,2,3,5.0,0.53,85.14,76,2
18,1,6,2,1.1,3,3.79,59.59,23,5,2,6,0,0,17,1,10,4,3,2.0,0.47,84.91,964,3
35,0,3,0,2.0,8,16.21,50.11,15,11,4,15,0,0,39,0,5,0,1,5.0,0.55,66.18,96,4
57,0,6,0,2.1,7,10.04,61.2,6,7,0,19,0,0,21,1,9,2,1,3.0,0.63,73.39,193,4
32,1,3,2,1.2,12,2.27,33.63,8,5,3,8,0,0,32,2,5,4,0,4.0,0.52,17.27,458,1
34,1,3,1,2.0,8,5.03,44.64,9,6,6,9,1,0,27,0,4,3,2,4.0,0.62,95.0,597,0
27,0,6,0,2.1,5,21.47,21.93,11,4,4,21,0,0,16,1,1,0,0,3.0,0.1,63.14,339,3
37,0,6,2,1.2,7,11.11,35.6,9,6,3,18,0,0,18,1,7,4,2,4.0,0.29,76.85,211,1
23,0,3,0,1.2,12,26.31,45.73,18,7,4,23,2,0,34,1,3,4,3,3.0,0.22,43.96,223,3
25,0,3,2,1.1,9,3.13,28.94,14,2,8,9,0,0,39,1,10,4,0,2.0,0.05,74.13,23,4
51,2,6,2,1.2,6,2.8,5.0,19,5,4,7,0,0,34,1,6,0,2,1.0,0.65,68.77,170,1
49,0,2,0,1.2,2,3.88,41.85,12,8,4,6,0,0,8,1,3,3,2,4.0,0.73,69.74,197,2
59,0,1,0,1.2,3,11.2,45.5,11,3,5,7,1,0,6,1,6,3,3,2.0,0.79,64.24,1127,3
21,1,3,2,1.2,9,27.51,50.96,7,7,4,16,0,0,9,1,3,1,0,5.0,0.96,53.57,859,1
56,0,5,0,2.0,10,20.0,24.35,9,7,5,18,0,0,12,0,7,5,1,1.0,0.31,54.39,213,1
37,0,3,2,1.1,8,9.61,26.97,8,4,4,17,2,0,15,1,4,3,2,3.0,0.35,81.44,423,2
41,0,1,2,1.0,6,13.44,71.58,8,3,3,19,2,0,41,0,7,10,3,4.0,0.48,77.95,936,3
41,0,1,2,1.0,9,2.28,51.19,9,5,6,21,1,0,34,1,3,3,5,3.0,0.46,61.34,983,2
43,2,3,2,1.1,9,26.27,101.79,12,4,3,16,0,0,32,1,3,2,2,1.0,0.04,88.56,234,1
42,1,3,2,1.0,11,6.54,62.55,10,7,5,13,0,0,30,0,4,2,5,5.0,0.04,63.95,110,2
53,1,6,2,1.1,8,18.47,79.44,15,5,6,23,0,0,17,0,9,2,1,3.0,0.49,57.59,590,3
24,0,5,0,2.1,9,10.75,52.07,13,8,2,17,0,0,18,1,6,6,3,3.0,0.88,81.72,805,0
27,1,3,2,1.2,9,20.03,28.62,8,5,6,13,0,0,24,1,2,2,2,2.0,0.92,45.89,494,4
29,0,3,1,2.0,11,13.51,46.24,12,6,4,14,0,0,14,1,2,4,0,5.0,0.51,79.11,1154,2
18,1,6,2,1.2,14,6.63,68.96,13,6,7,23,0,0,20,1,10,4,1,5.0,0.7,57.11,374,1
42,0,5,0,1.2,4,10.67,15.44,7,9,3,13,0,1,7,1,2,1,1,3.0,0.97,68.95,806,3
33,0,3,0,2.1,15,10.81,44.0,15,7,4,24,0,0,20,1,9,2,3,2.0,0.11,28.45,970,3
22,1,3,0,1.0,8,2.21,33.34,10,5,10,7,1,0,41,1,8,2,1,1.0,0.76,75.89,421,3
36,1,3,0,1.0,7,14.81,106.31,11,5,4,19,0,0,17,1,3,3,2,3.6306638801191693,0.12,58.79,529,2
21,1,6,2,1.0,7,12.26,41.27,10,2,2,18,1,0,13,2,5,3,3,5.0,0.77,59.32,470,3
23,0,3,0,2.0,7,3.23,53.56,14,2,2,19,0,0,4,1,4,2,0,4.0,0.7,89.57,162,2
43,1,3,0,2.1,7,5.97,52.41,9,7,3,4,0,1,15,0,6,1,1,4.0,0.09,46.0,172,4
56,1,6,2,2.1,12,8.77,27.86,7,5,2,9,0,1,35,1,4,7,1,3.0,0.94,75.95,718,1
56,1,5,0,1.1,8,11.82,37.36,12,4,5,15,1,0,18,1,6,3,1,3.0,0.17,44.34,328,1
26,0,3,0,1.2,8,5.45,40.74,14,6,1,7,1,0,38,2,9,0,1,2.0,0.55,22.09,111,4
31,0,6,2,2.1,6,13.47,51.37,11,5,2,16,1,0,5,1,11,4,0,4.0,0.81,76.89,1034,3
26,0,3,2,1.2,13,25.2,38.51,10,4,6,23,0,0,40,0,10,3,3,4.0,0.28,81.86,70,3
32,1,6,1,1.1,4,5.46,57.45,6,4,1,24,0,0,21,0,7,4,3,3.6306638801191693,0.9,55.55,423,3
54,0,5,2,2.1,6,11.63,44.26,16,6,3,16,0,0,38,0,8,3,1,5.0,0.79,69.59,684,2
37,0,3,2,2.0,11,13.0,54.16,8,12,5,3,0,0,14,1,6,4,5,3.6306638801191693,0.64,69.75,286,3
25,1,6,1,1.0,10,24.78,26.93,11,3,0,14,0,0,28,2,10,2,2,2.0,0.75,61.6,890,3
49,1,2,1,2.0,7,21.68,64.99,13,6,6,23,1,0,5,0,6,1,0,4.0,0.7,70.83,668,3
38,1,3,0,2.1,9,3.67,5.0,8,5,1,13,0,1,36,2,7,2,3,4.0,0.17,68.36,59,2
58,1,2,0,2.1,7,9.89,34.88,15,3,3,21,0,0,32,1,5,10,3,5.0,0.25,93.28,1182,3
36,0,4,0,1.1,11,28.96,71.9,9,11,1,13,0,0,28,2,7,1,0,3.0,0.8,71.02,538,1
46,1,6,0,2.0,12,20.02,30.73,11,2,2,10,2,0,14,1,5,2,2,4.0,0.67,84.98,687,3
48,0,6,1,1.2,5,8.95,46.93,6,3,6,5,1,0,16,1,4,1,0,4.0,0.42,67.71,585,4
23,1,1,2,2.1,10,15.78,57.53,7,5,4,14,0,0,12,1,3,2,5,3.0,0.77,86.64,1140,1
21,0,1,0,2.0,8,2.69,24.56,13,7,2,13,0,0,3,1,6,5,3,2.0,0.42,44.87,16,4
46,1,6,0,1.0,7,9.13,66.38,14,2,2,11,0,0,4,1,10,4,3,3.0,0.09,85.69,392,2
59,0,3,2,1.1,8,8.56,38.61,15,3,3,5,0,1,4,0,6,1,1,4.0,0.1,65.76,671,2
20,0,5,2,1.1,7,16.67,12.98,11,10,1,20,0,0,16,1,5,6,4,4.0,0.26,77.75,1023,2
18,0,2,2,1.2,7,15.75,15.76,13,3,2,13,1,0,38,1,6,1,2,4.0,0.89,60.92,921,3
32,0,3,2,2.1,9,27.83,49.44,8,3,7,15,0,0,29,1,8,5,2,2.0,0.97,40.74,30,4
38,0,3,0,1.2,5,22.1,24.25,12,8,2,11,1,0,38,0,6,4,1,3.0,0.44,74.57,1013,3
48,0,0,0,2.1,8,7.74,35.63,14,6,4,10,0,0,3,1,8,2,1,3.0,0.97,55.67,484,1
24,1,6,2,1.0,10,3.78,32.13,12,7,5,20,1,0,5,1,4,1,1,4.0,0.57,60.61,1035,1
34,0,3,0,2.1,11,18.98,45.76,13,2,2,20,0,0,15,1,7,4,0,3.6306638801191693,0.02,59.13,838,3
36,0,6,1,2.0,11,24.5,27.7,15,10,4,14,0,0,44,0,9,5,4,4.0,0.62,81.68,916,2
56,1,6,0,2.0,8,14.35,11.78,12,0,1,5,0,0,40,1,2,2,0,3.0,0.17,62.37,389,4
20,0,3,0,1.1,11,8.2,29.38,13,7,4,22,0,0,19,1,10,2,0,2.0,0.17,81.89,836,3
47,1,3,1,1.0,8,10.59,63.58,14,4,3,5,0,0,27,1,8,4,1,3.6306638801191693,0.59,31.82,1169,3
52,0,6,0,1.0,14,6.57,81.91,13,3,7,11,0,0,8,1,7,3,0,1.0,0.08,44.28,326,0
46,0,3,0,2.0,2,19.86,70.52,14,2,3,24,0,0,22,1,1,5,2,4.0,0.17,59.11,460,4
31,0,3,0,1.0,6,10.54,49.42,11,7,6,17,0,1,17,2,5,2,4,4.0,0.95,71.64,759,3
52,0,6,2,1.2,5,4.82,8.23,14,4,7,21,0,0,33,0,8,1,2,3.0,0.43,67.9,768,3
45,1,3,2,2.1,9,7.47,48.93,11,1,5,14,0,0,15,1,7,0,1,5.0,0.52,62.71,369,2
47,1,3,0,1.2,11,27.89,19.58,15,3,3,24,0,0,34,2,6,6,0,4.0,0.29,49.0,593,3
43,1,3,2,1.0,7,8.24,79.6,13,4,4,6,1,0,11,2,7,2,2,3.0,0.98,79.97,1131,2
24,2,5,0,2.0,8,2.06,53.64,3,3,6,16,0,0,40,1,6,3,3,3.0,0.89,49.68,282,3
56,1,2,0,1.0,6,14.69,67.63,13,2,7,22,0,0,34,1,9,5,0,3.0,0.54,71.71,1038,3
48,1,3,0,1.0,13,14.41,51.44,9,5,3,20,0,1,25,0,5,3,0,3.0,0.95,63.67,680,2
22,0,3,2,1.2,7,12.09,72.61,18,1,5,16,1,1,27,1,2,1,1,3.0,0.63,71.25,183,3
52,1,3,2,2.1,5,14.06,18.5,10,7,4,24,0,0,36,2,3,2,2,3.0,0.57,73.18,211,3
31,0,5,0,1.2,9,11.23,5.0,11,0,1,11,0,0,6,1,9,2,1,1.0,0.14,56.98,1077,4
53,0,3,1,2.0,6,16.21,38.9,8,5,4,17,1,0,20,1,4,5,4,4.0,0.8,77.67,251,3
44,1,6,1,1.1,11,7.22,25.94,12,4,4,19,0,0,15,0,5,2,3,3.6306638801191693,0.64,67.56,599,2
41,0,0,0,1.1,7,16.54,40.84,9,6,6,17,0,0,14,1,6,2,2,5.0,0.48,61.43,1121,3
57,1,6,0,1.2,7,19.0,41.46,15,2,5,18,0,1,31,0,1,2,3,2.0,0.79,71.49,429,3
46,0,6,0,2.0,4,4.37,68.86,9,5,2,21,0,0,43,0,6,5,0,4.0,0.96,49.46,927,2
39,0,3,2,1.0,11,16.23,48.87,9,5,6,8,0,0,36,0,5,7,2,3.6306638801191693,0.03,43.83,884,0
25,1,6,0,1.2,12,19.21,55.77,4,8,7,15,0,2,37,1,7,3,1,5.0,0.31,61.51,18,2
32,1,6,0,1.1,10,10.34,42.65,15,3,4,3,0,0,25,0,8,2,3,4.0,0.45,49.4,279,3
22,0,5,2,2.1,9,8.57,68.71,8,5,9,13,0,0,1,0,11,5,5,4.0,0.95,73.85,235,1
21,0,3,0,1.2,5,10.3,34.06,11,7,3,23,0,0,25,0,7,3,0,3.0,0.34,37.56,1144,0
28,1,5,0,1.0,4,25.0,43.29,16,7,7,21,0,1,4,1,10,2,3,4.0,0.35,69.09,374,1
35,0,3,2,1.1,10,13.41,49.96,7,6,4,9,0,0,0,1,6,1,2,3.0,0.2,65.6,20,0
59,0,5,0,1.2,9,14.69,39.54,15,2,7,6,0,1,20,1,5,3,2,1.0,0.94,59.61,1006,3
47,0,3,2,2.1,5,25.68,60.84,11,7,2,13,1,1,39,1,8,2,4,4.0,0.89,100.0,1022,2
32,0,6,0,1.1,9,10.3,46.08,9,5,2,23,1,0,7,0,1,4,1,4.0,0.27,45.92,117,0
23,1,3,0,1.0,14,25.42,41.7,16,2,5,13,0,0,38,2,4,1,3,4.0,0.48,61.61,108,3
33,1,4,0,2.0,8,7.18,65.54,8,4,7,21,1,1,14,1,5,4,1,3.0,0.47,64.37,1027,1
57,1,5,0,1.0,7,17.56,5.0,13,4,3,7,0,0,3,1,5,2,3,3.6306638801191693,0.76,49.74,64,0
26,1,3,0,1.2,10,17.95,37.6,7,1,4,21,0,0,3,2,10,1,1,3.0,0.53,62.99,101,3
51,0,0,0,2.0,6,5.23,54.76,10,4,2,16,0,1,11,2,12,5,3,4.0,0.41,90.48,31,2
44,1,4,0,1.2,7,11.02,40.63,7,8,2,12,0,0,15,1,10,3,1,3.0,0.86,63.36,972,1
30,1,6,0,2.0,4,7.08,56.3,15,3,2,13,0,0,19,2,9,2,1,3.0,0.69,74.05,204,2
53,0,3,2,2.0,10,5.86,47.62,16,7,6,9,2,0,40,1,4,2,4,4.0,0.72,43.25,125,3
44,0,3,0,1.0,8,11.94,10.63,16,8,3,24,0,0,7,1,4,0,2,4.0,0.25,55.54,76,3
26,0,6,2,1.0,14,14.61,55.43,11,4,9,24,0,0,23,1,10,1,5,3.0,0.54,64.22,721,4
22,1,3,0,1.0,5,5.85,19.5,12,2,2,18,0,0,21,1,4,5,3,5.0,0.45,78.99,136,3
39,1,2,0,1.0,4,20.36,46.34,15,3,6,10,0,1,9,1,9,3,0,3.0,0.32,61.47,388,3
48,0,3,1,2.1,4,6.99,10.45,10,5,3,24,0,0,5,1,11,3,0,3.6306638801191693,0.88,67.53,926,4
20,0,3,0,1.1,7,5.95,59.17,11,6,4,17,1,1,14,2,4,2,2,5.0,0.69,51.39,671,3
47,1,4,0,1.1,5,1.44,34.72,9,5,1,20,0,0,5,1,4,0,3,5.0,0.78,73.53,1177,2
38,1,3,0,2.1,9,12.31,64.32,8,5,6,17,0,1,9,1,8,1,4,4.0,0.48,86.47,272,4
52,1,5,0,2.0,7,4.69,74.82,5,5,3,22,0,1,5,0,10,2,2,3.6306638801191693,0.46,66.66,1100,2
23,1,3,0,2.1,6,30.78,21.27,10,5,2,24,0,0,42,0,5,3,1,4.0,0.61,46.43,1196,2
45,1,3,2,1.1,9,3.74,39.22,13,5,5,5,0,0,14,1,10,2,0,5.0,0.04,71.67,661,4
49,0,3,0,2.0,2,37.62,46.19,5,8,6,13,0,0,32,1,5,2,2,3.0,0.31,65.78,665,4
59,1,0,2,1.0,9,17.98,43.72,13,5,2,7,1,0,24,1,5,2,0,3.6306638801191693,0.25,55.42,844,3
54,1,6,0,1.1,3,8.8,71.34,6,2,2,17,0,0,8,1,2,5,2,4.0,0.28,100.0,557,4
42,1,6,1,1.0,8,11.55,33.11,18,2,2,8,0,0,1,0,6,3,1,4.0,0.46,82.62,1160,2
49,0,3,0,1.1,4,18.16,41.98,11,3,5,17,0,0,37,0,10,2,7,2.0,0.05,63.75,1161,4
52,0,3,2,1.1,8,6.61,19.45,13,8,6,21,0,0,26,0,5,5,3,3.0,0.89,45.81,262,2
39,0,1,0,2.0,11,6.32,82.53,5,7,3,12,0,0,34,1,6,2,1,4.0,0.92,34.95,778,4
41,1,3,2,1.1,11,14.64,37.3,14,3,6,3,2,0,11,0,7,6,5,2.0,0.39,57.94,156,2
56,1,2,2,2.1,10,8.93,42.95,17,4,1,23,1,0,10,1,7,3,3,3.6306638801191693,0.95,69.52,793,1
47,0,1,0,2.0,10,12.0,24.17,10,6,2,9,0,0,6,1,4,4,4,2.0,0.42,66.89,13,2
49,1,3,0,2.1,5,22.85,18.26,10,1,6,9,3,0,10,0,5,6,2,4.0,0.58,21.06,58,4
48,1,0,0,1.2,13,9.55,31.99,11,6,4,7,1,1,19,2,11,5,4,5.0,0.16,63.3,960,2
40,1,3,0,2.0,10,2.57,52.37,6,8,5,15,0,0,16,1,5,4,1,3.0,0.1,66.34,166,3
57,1,3,1,1.2,7,11.53,28.6,14,3,5,22,0,0,17,2,2,3,4,3.0,0.34,56.98,515,3
50,0,3,2,2.0,5,9.5,42.46,16,4,1,10,1,0,9,1,7,2,3,3.0,0.3,63.13,348,3
42,1,3,0,1.2,4,16.35,48.46,11,8,7,13,0,1,35,0,5,3,1,5.0,0.53,75.09,52,2
53,1,0,2,1.2,3,7.98,65.19,15,4,4,7,0,0,28,1,10,1,2,4.0,0.72,52.77,656,0
41,1,3,2,1.0,14,12.95,48.8,12,7,4,16,0,0,21,1,8,1,0,5.0,0.32,60.9,688,1
48,0,6,0,1.2,5,6.91,5.0,13,8,2,13,0,0,39,0,2,6,2,5.0,0.57,58.46,98,3
56,1,3,0,2.0,6,9.23,37.79,12,7,10,3,1,0,4,0,9,2,2,3.0,0.9,80.25,551,3
30,1,4,0,1.2,7,5.46,43.97,12,4,8,14,0,0,3,1,4,6,4,3.0,0.54,71.51,802,1
27,0,3,0,2.0,5,9.59,26.99,13,5,7,22,1,0,31,2,5,1,2,4.0,0.77,60.43,495,1
40,0,0,0,1.0,9,22.72,9.85,15,3,3,4,1,0,43,1,4,4,1,3.0,0.78,52.23,840,2
35,1,3,1,2.1,2,14.65,49.46,16,5,5,7,1,1,43,1,6,1,2,5.0,0.4,85.41,392,4
49,2,3,0,1.2,1,6.46,57.27,13,3,6,16,0,0,17,2,3,4,5,4.0,0.57,53.37,62,3
50,1,3,0,1.2,12,8.09,5.0,12,5,5,10,1,0,36,1,10,4,3,1.0,0.87,67.67,1153,3
53,0,1,2,1.2,6,9.8,46.96,13,5,2,14,2,0,6,0,8,4,3,3.6306638801191693,0.5,74.81,1001,3
45,0,5,2,1.2,7,16.87,79.55,11,4,4,24,1,0,27,1,4,1,2,2.0,0.29,73.0,919,1
33,1,3,0,2.1,6,4.46,31.95,12,6,5,10,0,1,10,1,8,3,1,5.0,0.79,71.45,451,1
33,0,1,2,1.2,7,24.57,21.28,18,2,6,12,0,0,37,1,5,4,3,4.0,0.05,66.37,1123,2
35,0,2,0,2.1,8,21.39,18.62,13,9,2,9,1,1,8,1,7,4,1,3.6306638801191693,0.26,65.41,96,1
25,0,3,2,2.1,6,4.12,7.91,10,4,4,13,0,0,42,0,5,7,0,3.0,0.68,58.73,805,3
59,0,3,2,1.0,12,7.38,7.78,8,5,4,13,0,0,0,0,6,2,2,2.0,0.28,72.15,201,2
33,1,3,2,1.2,8,17.72,43.15,11,5,7,24,0,0,4,2,5,4,1,4.0,0.7,85.97,437,0
28,1,3,0,2.1,6,6.28,72.08,11,6,1,18,0,0,28,1,4,2,2,3.0,0.89,87.73,436,1
23,1,2,0,1.0,9,8.46,46.25,18,9,6,3,1,0,40,0,8,6,3,4.0,0.81,61.98,631,2
18,0,3,0,2.0,6,9.03,60.84,19,2,3,7,0,0,19,0,5,3,7,5.0,0.89,69.87,234,3
29,1,4,0,1.0,10,15.05,39.67,14,7,7,17,1,0,29,1,5,4,5,5.0,0.33,70.07,303,4
55,2,3,2,2.1,5,23.52,41.69,8,2,6,22,1,0,7,1,6,5,2,4.0,0.02,67.47,709,2
45,1,1,0,1.0,7,26.01,33.5,5,5,8,24,1,0,29,1,4,2,1,4.0,0.62,35.69,947,1
34,1,6,0,2.0,8,15.37,26.59,15,3,2,9,1,0,8,1,8,4,2,4.0,0.61,67.02,1180,0
18,1,3,0,1.0,9,7.78,54.9,10,6,7,6,1,0,26,1,7,5,2,3.0,0.89,52.31,705,1
